分隊,網格編號,車程時間
陽明山,284,27.0
光明,284,25.0
關渡,284,23.0
石牌,284,20.0
秀山,284,21.0
華山,285,13.0
忠孝,285,11.0
泉州,285,17.0
古亭,285,20.0
城中,285,16.0
雙園,285,17.0
龍山,285,15.0
萬芳,285,26.0
景美,285,25.0
木柵,285,29.0
寶橋,285,30.0
金華,285,13.0
安和,285,22.0
復興,285,18.0
南港,285,22.0
舊莊,285,24.0
成德,285,22.0
信義,285,20.0
永吉,285,18.0
莊敬,285,26.0
大直,285,12.0
松江,285,12.0
建國,285,10.0
圓山,285,7.0
八德,285,16.0
中崙,285,14.0
東湖,285,17.0
大湖,285,24.0
內湖,285,16.0
民權,285,19.0
建成,285,9.0
延平,285,11.0
大同,285,8.0
山仔后,285,21.0
天母,285,17.0
福安,285,9.0
社子,285,8.0
劍潭,285,7.0
雙溪,285,12.0
後港,285,5.0
陽明山,285,27.0
光明,285,19.0
關渡,285,17.0
石牌,285,15.0
秀山,285,21.0
華山,286,15.0
忠孝,286,11.0
泉州,286,22.0
古亭,286,19.0
城中,286,18.0
雙園,286,20.0
龍山,286,18.0
萬芳,286,25.0
景美,286,24.0
木柵,286,29.0
寶橋,286,30.0
金華,286,14.0
安和,286,22.0
復興,286,17.0
南港,286,21.0
舊莊,286,23.0
成德,286,21.0
信義,286,21.0
永吉,286,19.0
莊敬,286,26.0
大直,286,13.0
松江,286,12.0
建國,286,10.0
圓山,286,7.0
八德,286,16.0
中崙,286,14.0
東湖,286,17.0
大湖,286,23.0
內湖,286,15.0
民權,286,19.0
建成,286,12.0
延平,286,15.0
大同,286,12.0
山仔后,286,19.0
天母,286,17.0
福安,286,10.0
社子,286,8.0
劍潭,286,8.0
雙溪,286,12.0
後港,286,4.0
陽明山,286,24.0
光明,286,18.0
關渡,286,17.0
石牌,286,14.0
秀山,286,18.0
華山,287,17.0
忠孝,287,13.0
泉州,287,22.0
古亭,287,20.0
城中,287,20.0
雙園,287,22.0
龍山,287,20.0
萬芳,287,27.0
景美,287,26.0
木柵,287,30.0
寶橋,287,31.0
金華,287,16.0
安和,287,22.0
復興,287,19.0
南港,287,23.0
舊莊,287,25.0
成德,287,23.0
信義,287,23.0
永吉,287,21.0
莊敬,287,28.0
大直,287,16.0
松江,287,14.0
建國,287,12.0
圓山,287,9.0
八德,287,18.0
中崙,287,16.0
東湖,287,18.0
大湖,287,25.0
內湖,287,17.0
民權,287,23.0
建成,287,17.0
延平,287,16.0
大同,287,14.0
山仔后,287,18.0
天母,287,12.0
福安,287,9.0
社子,287,9.0
劍潭,287,5.0
雙溪,287,9.0
後港,287,7.0
陽明山,287,21.0
光明,287,15.0
關渡,287,14.0
石牌,287,9.0
秀山,287,18.0
華山,288,18.0
忠孝,288,15.0
泉州,288,25.0
古亭,288,23.0
城中,288,21.0
雙園,288,25.0
龍山,288,23.0
萬芳,288,29.0
景美,288,28.0
木柵,288,32.0
寶橋,288,33.0
金華,288,17.0
安和,288,25.0
復興,288,21.0
南港,288,25.0
舊莊,288,28.0
成德,288,26.0
信義,288,24.0
永吉,288,22.0
莊敬,288,30.0
大直,288,16.0
松江,288,15.0
建國,288,14.0
圓山,288,11.0
八德,288,20.0
中崙,288,18.0
東湖,288,21.0
大湖,288,28.0
內湖,288,19.0
民權,288,23.0
建成,288,17.0
延平,288,19.0
大同,288,17.0
山仔后,288,21.0
天母,288,9.0
福安,288,11.0
社子,288,12.0
劍潭,288,6.0
雙溪,288,10.0
後港,288,10.0
陽明山,288,20.0
光明,288,15.0
關渡,288,16.0
石牌,288,7.0
秀山,288,18.0
華山,289,22.0
忠孝,289,18.0
泉州,289,28.0
古亭,289,26.0
城中,289,24.0
雙園,289,28.0
龍山,289,26.0
萬芳,289,32.0
景美,289,31.0
木柵,289,35.0
寶橋,289,37.0
金華,289,20.0
安和,289,28.0
復興,289,25.0
南港,289,28.0
舊莊,289,30.0
成德,289,29.0
信義,289,27.0
永吉,289,25.0
莊敬,289,33.0
大直,289,19.0
松江,289,19.0
建國,289,17.0
圓山,289,14.0
八德,289,23.0
中崙,289,21.0
東湖,289,24.0
大湖,289,31.0
內湖,289,22.0
民權,289,26.0
建成,289,21.0
延平,289,22.0
大同,289,19.0
山仔后,289,21.0
天母,289,7.0
福安,289,12.0
社子,289,15.0
劍潭,289,10.0
雙溪,289,13.0
後港,289,13.0
陽明山,289,16.0
光明,289,14.0
關渡,289,16.0
石牌,289,3.0
秀山,289,17.0
華山,290,26.0
忠孝,290,22.0
泉州,290,33.0
古亭,290,30.0
城中,290,28.0
雙園,290,32.0
龍山,290,29.0
萬芳,290,36.0
景美,290,35.0
木柵,290,39.0
寶橋,290,41.0
金華,290,24.0
安和,290,32.0
復興,290,29.0
南港,290,32.0
舊莊,290,34.0
成德,290,33.0
信義,290,31.0
永吉,290,30.0
莊敬,290,37.0
大直,290,24.0
松江,290,23.0
建國,290,21.0
圓山,290,18.0
八德,290,27.0
中崙,290,25.0
東湖,290,28.0
大湖,290,35.0
內湖,290,26.0
民權,290,30.0
建成,290,25.0
延平,290,26.0
大同,290,23.0
山仔后,290,25.0
天母,290,5.0
福安,290,15.0
社子,290,19.0
劍潭,290,14.0
雙溪,290,17.0
後港,290,17.0
陽明山,290,19.0
光明,290,15.0
關渡,290,18.0
石牌,290,5.0
秀山,290,21.0
華山,291,29.0
忠孝,291,25.0
泉州,291,35.0
古亭,291,33.0
城中,291,32.0
雙園,291,35.0
龍山,291,33.0
萬芳,291,40.0
景美,291,39.0
木柵,291,42.0
寶橋,291,44.0
金華,291,28.0
安和,291,36.0
復興,291,32.0
南港,291,36.0
舊莊,291,38.0
成德,291,36.0
信義,291,35.0
永吉,291,33.0
莊敬,291,40.0
大直,291,27.0
松江,291,26.0
建國,291,24.0
圓山,291,22.0
八德,291,31.0
中崙,291,28.0
東湖,291,31.0
大湖,291,38.0
內湖,291,30.0
民權,291,33.0
建成,291,28.0
延平,291,29.0
大同,291,27.0
山仔后,291,17.0
天母,291,9.0
福安,291,19.0
社子,291,22.0
劍潭,291,17.0
雙溪,291,21.0
後港,291,20.0
陽明山,291,11.0
光明,291,18.0
關渡,291,21.0
石牌,291,8.0
秀山,291,13.0
華山,292,33.0
忠孝,292,29.0
泉州,292,36.0
古亭,292,37.0
城中,292,35.0
雙園,292,35.0
龍山,292,33.0
萬芳,292,43.0
景美,292,42.0
木柵,292,46.0
寶橋,292,48.0
金華,292,31.0
安和,292,39.0
復興,292,36.0
南港,292,40.0
舊莊,292,42.0
成德,292,41.0
信義,292,38.0
永吉,292,36.0
莊敬,292,44.0
大直,292,30.0
松江,292,30.0
建國,292,28.0
圓山,292,25.0
八德,292,34.0
中崙,292,32.0
東湖,292,36.0
大湖,292,43.0
內湖,292,34.0
民權,292,37.0
建成,292,32.0
延平,292,29.0
大同,292,29.0
山仔后,292,15.0
天母,292,9.0
福安,292,18.0
社子,292,24.0
劍潭,292,21.0
雙溪,292,24.0
後港,292,24.0
陽明山,292,10.0
光明,292,10.0
關渡,292,22.0
石牌,292,12.0
秀山,292,10.0
華山,293,32.0
忠孝,293,28.0
泉州,293,33.0
古亭,293,33.0
城中,293,31.0
雙園,293,32.0
龍山,293,30.0
萬芳,293,40.0
景美,293,39.0
木柵,293,43.0
寶橋,293,44.0
金華,293,30.0
安和,293,38.0
復興,293,32.0
南港,293,36.0
舊莊,293,38.0
成德,293,36.0
信義,293,37.0
永吉,293,35.0
莊敬,293,43.0
大直,293,30.0
松江,293,29.0
建國,293,27.0
圓山,293,24.0
八德,293,33.0
中崙,293,31.0
東湖,293,31.0
大湖,293,38.0
內湖,293,30.0
民權,293,36.0
建成,293,27.0
延平,293,27.0
大同,293,26.0
山仔后,293,17.0
天母,293,8.0
福安,293,16.0
社子,293,21.0
劍潭,293,20.0
雙溪,293,21.0
後港,293,21.0
陽明山,293,11.0
光明,293,7.0
關渡,293,19.0
石牌,293,12.0
秀山,293,12.0
華山,294,34.0
忠孝,294,30.0
泉州,294,35.0
古亭,294,36.0
城中,294,34.0
雙園,294,35.0
龍山,294,33.0
萬芳,294,42.0
景美,294,41.0
木柵,294,45.0
寶橋,294,47.0
金華,294,33.0
安和,294,41.0
復興,294,37.0
南港,294,38.0
舊莊,294,40.0
成德,294,39.0
信義,294,40.0
永吉,294,38.0
莊敬,294,45.0
大直,294,32.0
松江,294,31.0
建國,294,29.0
圓山,294,26.0
八德,294,35.0
中崙,294,33.0
東湖,294,34.0
大湖,294,41.0
內湖,294,32.0
民權,294,38.0
建成,294,30.0
延平,294,29.0
大同,294,28.0
山仔后,294,28.0
天母,294,10.0
福安,294,18.0
社子,294,23.0
劍潭,294,22.0
雙溪,294,24.0
後港,294,24.0
陽明山,294,22.0
光明,294,9.0
關渡,294,21.0
石牌,294,14.0
秀山,294,40.0
華山,296,54.0
忠孝,296,50.0
泉州,296,59.0
古亭,296,58.0
城中,296,57.0
雙園,296,63.0
龍山,296,61.0
萬芳,296,65.0
景美,296,64.0
木柵,296,68.0
寶橋,296,69.0
金華,296,53.0
安和,296,61.0
復興,296,57.0
南港,296,63.0
舊莊,296,61.0
成德,296,60.0
信義,296,60.0
永吉,296,58.0
莊敬,296,61.0
大直,296,46.0
松江,296,51.0
建國,296,49.0
圓山,296,47.0
八德,296,55.0
中崙,296,53.0
東湖,296,59.0
大湖,296,59.0
內湖,296,56.0
民權,296,53.0
建成,296,53.0
延平,296,57.0
大同,296,54.0
山仔后,296,20.0
天母,296,34.0
福安,296,46.0
社子,296,50.0
劍潭,296,42.0
雙溪,296,39.0
後港,296,48.0
陽明山,296,15.0
光明,296,39.0
關渡,296,49.0
石牌,296,41.0
秀山,296,33.0
華山,298,47.0
忠孝,298,43.0
泉州,298,52.0
古亭,298,51.0
城中,298,49.0
雙園,298,55.0
龍山,298,53.0
萬芳,298,57.0
景美,298,57.0
木柵,298,60.0
寶橋,298,62.0
金華,298,45.0
安和,298,53.0
復興,298,50.0
南港,298,56.0
舊莊,298,54.0
成德,298,53.0
信義,298,52.0
永吉,298,51.0
莊敬,298,53.0
大直,298,39.0
松江,298,44.0
建國,298,42.0
圓山,298,39.0
八德,298,48.0
中崙,298,46.0
東湖,298,52.0
大湖,298,52.0
內湖,298,49.0
民權,298,46.0
建成,298,46.0
延平,298,50.0
大同,298,46.0
山仔后,298,41.0
天母,298,27.0
福安,298,38.0
社子,298,43.0
劍潭,298,34.0
雙溪,298,32.0
後港,298,40.0
陽明山,298,46.0
光明,298,30.0
關渡,298,41.0
石牌,298,34.0
秀山,298,37.0
華山,302,21.0
忠孝,302,21.0
泉州,302,11.0
古亭,302,11.0
城中,302,19.0
雙園,302,17.0
龍山,302,19.0
萬芳,302,17.0
景美,302,12.0
木柵,302,17.0
寶橋,302,11.0
金華,302,18.0
安和,302,15.0
復興,302,15.0
南港,302,22.0
舊莊,302,19.0
成德,302,25.0
信義,302,21.0
永吉,302,22.0
莊敬,302,17.0
大直,302,27.0
松江,302,18.0
建國,302,21.0
圓山,302,21.0
八德,302,20.0
中崙,302,19.0
東湖,302,23.0
大湖,302,29.0
內湖,302,24.0
民權,302,22.0
建成,302,23.0
延平,302,19.0
大同,302,23.0
山仔后,302,41.0
天母,302,36.0
福安,302,26.0
社子,302,24.0
劍潭,302,27.0
雙溪,302,31.0
後港,302,27.0
陽明山,302,47.0
光明,302,35.0
關渡,302,34.0
石牌,302,35.0
秀山,302,38.0
華山,303,22.0
忠孝,303,22.0
泉州,303,12.0
古亭,303,12.0
城中,303,20.0
雙園,303,18.0
龍山,303,20.0
萬芳,303,18.0
景美,303,8.0
木柵,303,14.0
寶橋,303,12.0
金華,303,19.0
安和,303,15.0
復興,303,16.0
南港,303,24.0
舊莊,303,22.0
成德,303,27.0
信義,303,22.0
永吉,303,23.0
莊敬,303,18.0
大直,303,27.0
松江,303,19.0
建國,303,21.0
圓山,303,21.0
八德,303,20.0
中崙,303,20.0
東湖,303,28.0
大湖,303,35.0
內湖,303,26.0
民權,303,23.0
建成,303,23.0
延平,303,20.0
大同,303,24.0
山仔后,303,36.0
天母,303,37.0
福安,303,26.0
社子,303,25.0
劍潭,303,27.0
雙溪,303,31.0
後港,303,28.0
陽明山,303,42.0
光明,303,36.0
關渡,303,34.0
石牌,303,36.0
秀山,303,33.0
華山,304,17.0
忠孝,304,17.0
泉州,304,7.0
古亭,304,7.0
城中,304,15.0
雙園,304,13.0
龍山,304,15.0
萬芳,304,15.0
景美,304,8.0
木柵,304,13.0
寶橋,304,11.0
金華,304,14.0
安和,304,11.0
復興,304,11.0
南港,304,25.0
舊莊,304,24.0
成德,304,22.0
信義,304,17.0
永吉,304,18.0
莊敬,304,13.0
大直,304,22.0
松江,304,14.0
建國,304,17.0
圓山,304,16.0
八德,304,16.0
中崙,304,15.0
東湖,304,23.0
大湖,304,30.0
內湖,304,21.0
民權,304,18.0
建成,304,19.0
延平,304,15.0
大同,304,19.0
山仔后,304,38.0
天母,304,32.0
福安,304,22.0
社子,304,20.0
劍潭,304,22.0
雙溪,304,27.0
後港,304,23.0
陽明山,304,44.0
光明,304,31.0
關渡,304,30.0
石牌,304,31.0
秀山,304,35.0
華山,306,19.0
忠孝,306,18.0
泉州,306,9.0
古亭,306,5.0
城中,306,17.0
雙園,306,15.0
龍山,306,17.0
萬芳,306,16.0
景美,306,12.0
木柵,306,18.0
寶橋,306,16.0
金華,306,16.0
安和,306,12.0
復興,306,12.0
南港,306,27.0
舊莊,306,25.0
成德,306,23.0
信義,306,18.0
永吉,306,20.0
莊敬,306,15.0
大直,306,24.0
松江,306,16.0
建國,306,19.0
圓山,306,19.0
八德,306,17.0
中崙,306,17.0
東湖,306,24.0
大湖,306,31.0
內湖,306,22.0
民權,306,19.0
建成,306,21.0
延平,306,17.0
大同,306,21.0
山仔后,306,33.0
天母,306,34.0
福安,306,24.0
社子,306,22.0
劍潭,306,24.0
雙溪,306,29.0
後港,306,25.0
陽明山,306,38.0
光明,306,33.0
關渡,306,32.0
石牌,306,32.0
秀山,306,33.0
華山,307,14.0
忠孝,307,14.0
泉州,307,6.0
古亭,307,6.0
城中,307,15.0
雙園,307,13.0
龍山,307,16.0
萬芳,307,16.0
景美,307,12.0
木柵,307,21.0
寶橋,307,19.0
金華,307,11.0
安和,307,14.0
復興,307,11.0
南港,307,24.0
舊莊,307,23.0
成德,307,23.0
信義,307,20.0
永吉,307,18.0
莊敬,307,17.0
大直,307,20.0
松江,307,10.0
建國,307,13.0
圓山,307,13.0
八德,307,15.0
中崙,307,11.0
東湖,307,19.0
大湖,307,26.0
內湖,307,18.0
民權,307,19.0
建成,307,17.0
延平,307,14.0
大同,307,18.0
山仔后,307,32.0
天母,307,28.0
福安,307,21.0
社子,307,17.0
劍潭,307,19.0
雙溪,307,23.0
後港,307,19.0
陽明山,307,37.0
光明,307,31.0
關渡,307,29.0
石牌,307,26.0
秀山,307,33.0
華山,308,14.0
忠孝,308,10.0
泉州,308,7.0
古亭,308,6.0
城中,308,15.0
雙園,308,13.0
龍山,308,16.0
萬芳,308,14.0
景美,308,12.0
木柵,308,17.0
寶橋,308,19.0
金華,308,8.0
安和,308,13.0
復興,308,8.0
南港,308,23.0
舊莊,308,21.0
成德,308,22.0
信義,308,19.0
永吉,308,21.0
莊敬,308,16.0
大直,308,19.0
松江,308,9.0
建國,308,12.0
圓山,308,12.0
八德,308,15.0
中崙,308,10.0
東湖,308,19.0
大湖,308,26.0
內湖,308,17.0
民權,308,18.0
建成,308,16.0
延平,308,15.0
大同,308,17.0
山仔后,308,30.0
天母,308,27.0
福安,308,22.0
社子,308,16.0
劍潭,308,18.0
雙溪,308,22.0
後港,308,18.0
陽明山,308,35.0
光明,308,30.0
關渡,308,30.0
石牌,308,25.0
秀山,308,34.0
華山,309,10.0
忠孝,309,7.0
泉州,309,11.0
古亭,309,9.0
城中,309,11.0
雙園,309,15.0
龍山,309,12.0
萬芳,309,17.0
景美,309,16.0
木柵,309,20.0
寶橋,309,21.0
金華,309,3.0
安和,309,14.0
復興,309,9.0
南港,309,24.0
舊莊,309,23.0
成德,309,22.0
信義,309,18.0
永吉,309,18.0
莊敬,309,17.0
大直,309,17.0
松江,309,10.0
建國,309,13.0
圓山,309,11.0
八德,309,15.0
中崙,309,11.0
東湖,309,20.0
大湖,309,27.0
內湖,309,18.0
民權,309,19.0
建成,309,15.0
延平,309,14.0
大同,309,16.0
山仔后,309,28.0
天母,309,25.0
福安,309,21.0
社子,309,17.0
劍潭,309,16.0
雙溪,309,20.0
後港,309,16.0
陽明山,309,33.0
光明,309,31.0
關渡,309,29.0
石牌,309,25.0
秀山,309,32.0
華山,310,7.0
忠孝,310,4.0
泉州,310,14.0
古亭,310,11.0
城中,310,10.0
雙園,310,16.0
龍山,310,13.0
萬芳,310,19.0
景美,310,17.0
木柵,310,22.0
寶橋,310,23.0
金華,310,5.0
安和,310,13.0
復興,310,11.0
南港,310,23.0
舊莊,310,22.0
成德,310,19.0
信義,310,16.0
永吉,310,14.0
莊敬,310,17.0
大直,310,15.0
松江,310,6.0
建國,310,11.0
圓山,310,9.0
八德,310,12.0
中崙,310,10.0
東湖,310,18.0
大湖,310,25.0
內湖,310,16.0
民權,310,16.0
建成,310,13.0
延平,310,9.0
大同,310,15.0
山仔后,310,26.0
天母,310,23.0
福安,310,19.0
社子,310,15.0
劍潭,310,14.0
雙溪,310,18.0
後港,310,14.0
陽明山,310,31.0
光明,310,29.0
關渡,310,27.0
石牌,310,23.0
秀山,310,28.0
華山,311,6.0
忠孝,311,3.0
泉州,311,14.0
古亭,311,11.0
城中,311,9.0
雙園,311,17.0
龍山,311,14.0
萬芳,311,18.0
景美,311,17.0
木柵,311,21.0
寶橋,311,22.0
金華,311,5.0
安和,311,14.0
復興,311,10.0
南港,311,18.0
舊莊,311,17.0
成德,311,15.0
信義,311,12.0
永吉,311,10.0
莊敬,311,16.0
大直,311,13.0
松江,311,3.0
建國,311,10.0
圓山,311,7.0
八德,311,7.0
中崙,311,6.0
東湖,311,16.0
大湖,311,23.0
內湖,311,14.0
民權,311,11.0
建成,311,10.0
延平,311,8.0
大同,311,12.0
山仔后,311,26.0
天母,311,21.0
福安,311,17.0
社子,311,13.0
劍潭,311,12.0
雙溪,311,16.0
後港,311,12.0
陽明山,311,31.0
光明,311,27.0
關渡,311,25.0
石牌,311,21.0
秀山,311,28.0
華山,312,7.0
忠孝,312,5.0
泉州,312,13.0
古亭,312,12.0
城中,312,12.0
雙園,312,18.0
龍山,312,16.0
萬芳,312,18.0
景美,312,17.0
木柵,312,21.0
寶橋,312,23.0
金華,312,8.0
安和,312,14.0
復興,312,11.0
南港,312,20.0
舊莊,312,20.0
成德,312,18.0
信義,312,15.0
永吉,312,13.0
莊敬,312,19.0
大直,312,13.0
松江,312,7.0
建國,312,7.0
圓山,312,8.0
八德,312,11.0
中崙,312,8.0
東湖,312,16.0
大湖,312,23.0
內湖,312,14.0
民權,312,15.0
建成,312,6.0
延平,312,12.0
大同,312,8.0
山仔后,312,24.0
天母,312,21.0
福安,312,17.0
社子,312,13.0
劍潭,312,12.0
雙溪,312,16.0
後港,312,12.0
陽明山,312,30.0
光明,312,26.0
關渡,312,25.0
石牌,312,21.0
秀山,312,25.0
華山,313,10.0
忠孝,313,8.0
泉州,313,13.0
古亭,313,13.0
城中,313,15.0
雙園,313,19.0
龍山,313,17.0
萬芳,313,19.0
景美,313,18.0
木柵,313,22.0
寶橋,313,23.0
金華,313,10.0
安和,313,15.0
復興,313,11.0
南港,313,18.0
舊莊,313,21.0
成德,313,19.0
信義,313,17.0
永吉,313,15.0
莊敬,313,19.0
大直,313,12.0
松江,313,9.0
建國,313,4.0
圓山,313,5.0
八德,313,12.0
中崙,313,9.0
東湖,313,14.0
大湖,313,21.0
內湖,313,12.0
民權,313,16.0
建成,313,8.0
延平,313,14.0
大同,313,9.0
山仔后,313,27.0
天母,313,20.0
福安,313,14.0
社子,313,10.0
劍潭,313,10.0
雙溪,313,15.0
後港,313,11.0
陽明山,313,32.0
光明,313,24.0
關渡,313,22.0
石牌,313,19.0
秀山,313,22.0
華山,314,16.0
忠孝,314,14.0
泉州,314,16.0
古亭,314,15.0
城中,314,16.0
雙園,314,18.0
龍山,314,15.0
萬芳,314,22.0
景美,314,21.0
木柵,314,24.0
寶橋,314,26.0
金華,314,15.0
安和,314,17.0
復興,314,14.0
南港,314,18.0
舊莊,314,20.0
成德,314,18.0
信義,314,19.0
永吉,314,17.0
莊敬,314,22.0
大直,314,14.0
松江,314,13.0
建國,314,8.0
圓山,314,9.0
八德,314,15.0
中崙,314,12.0
東湖,314,13.0
大湖,314,20.0
內湖,314,12.0
民權,314,18.0
建成,314,11.0
延平,314,12.0
大同,314,7.0
山仔后,314,24.0
天母,314,22.0
福安,314,11.0
社子,314,6.0
劍潭,314,15.0
雙溪,314,17.0
後港,314,8.0
陽明山,314,29.0
光明,314,21.0
關渡,314,19.0
石牌,314,16.0
秀山,314,26.0
華山,315,11.0
忠孝,315,8.0
泉州,315,19.0
古亭,315,16.0
城中,315,14.0
雙園,315,23.0
龍山,315,19.0
萬芳,315,22.0
景美,315,22.0
木柵,315,25.0
寶橋,315,27.0
金華,315,10.0
安和,315,18.0
復興,315,15.0
南港,315,24.0
舊莊,315,22.0
成德,315,21.0
信義,315,17.0
永吉,315,16.0
莊敬,315,21.0
大直,315,7.0
松江,315,9.0
建國,315,7.0
圓山,315,4.0
八德,315,13.0
中崙,315,11.0
東湖,315,19.0
大湖,315,23.0
內湖,315,17.0
民權,315,13.0
建成,315,10.0
延平,315,16.0
大同,315,13.0
山仔后,315,18.0
天母,315,19.0
福安,315,15.0
社子,315,13.0
劍潭,315,10.0
雙溪,315,14.0
後港,315,10.0
陽明山,315,23.0
光明,315,26.0
關渡,315,24.0
石牌,315,19.0
秀山,315,21.0
華山,316,13.0
忠孝,316,10.0
泉州,316,20.0
古亭,316,18.0
城中,316,16.0
雙園,316,22.0
龍山,316,20.0
萬芳,316,24.0
景美,316,23.0
木柵,316,27.0
寶橋,316,28.0
金華,316,12.0
安和,316,20.0
復興,316,17.0
南港,316,25.0
舊莊,316,24.0
成德,316,22.0
信義,316,19.0
永吉,316,17.0
莊敬,316,25.0
大直,316,11.0
松江,316,10.0
建國,316,9.0
圓山,316,6.0
八德,316,15.0
中崙,316,13.0
東湖,316,21.0
大湖,316,28.0
內湖,316,19.0
民權,316,18.0
建成,316,13.0
延平,316,16.0
大同,316,13.0
山仔后,316,15.0
天母,316,13.0
福安,316,15.0
社子,316,12.0
劍潭,316,1.0
雙溪,316,8.0
後港,316,10.0
陽明山,316,20.0
光明,316,20.0
關渡,316,18.0
石牌,316,13.0
秀山,316,21.0
華山,317,16.0
忠孝,317,12.0
泉州,317,23.0
古亭,317,20.0
城中,317,18.0
雙園,317,24.0
龍山,317,22.0
萬芳,317,26.0
景美,317,25.0
木柵,317,29.0
寶橋,317,31.0
金華,317,14.0
安和,317,22.0
復興,317,19.0
南港,317,24.0
舊莊,317,27.0
成德,317,24.0
信義,317,21.0
永吉,317,19.0
莊敬,317,27.0
大直,317,12.0
松江,317,13.0
建國,317,11.0
圓山,317,8.0
八德,317,17.0
中崙,317,15.0
東湖,317,20.0
大湖,317,27.0
內湖,317,18.0
民權,317,19.0
建成,317,15.0
延平,317,18.0
大同,317,16.0
山仔后,317,15.0
天母,317,13.0
福安,317,14.0
社子,317,11.0
劍潭,317,4.0
雙溪,317,5.0
後港,317,9.0
陽明山,317,21.0
光明,317,19.0
關渡,317,18.0
石牌,317,12.0
秀山,317,21.0
華山,318,18.0
忠孝,318,14.0
泉州,318,25.0
古亭,318,22.0
城中,318,21.0
雙園,318,26.0
龍山,318,24.0
萬芳,318,29.0
景美,318,28.0
木柵,318,32.0
寶橋,318,33.0
金華,318,17.0
安和,318,25.0
復興,318,21.0
南港,318,27.0
舊莊,318,29.0
成德,318,27.0
信義,318,24.0
永吉,318,22.0
莊敬,318,29.0
大直,318,14.0
松江,318,15.0
建國,318,13.0
圓山,318,10.0
八德,318,19.0
中崙,318,17.0
東湖,318,22.0
大湖,318,27.0
內湖,318,21.0
民權,318,21.0
建成,318,17.0
延平,318,20.0
大同,318,18.0
山仔后,318,19.0
天母,318,9.0
福安,318,12.0
社子,318,13.0
劍潭,318,6.0
雙溪,318,7.0
後港,318,11.0
陽明山,318,17.0
光明,318,19.0
關渡,318,17.0
石牌,318,11.0
秀山,318,21.0
華山,319,21.0
忠孝,319,17.0
泉州,319,28.0
古亭,319,25.0
城中,319,24.0
雙園,319,29.0
龍山,319,27.0
萬芳,319,32.0
景美,319,31.0
木柵,319,35.0
寶橋,319,36.0
金華,319,20.0
安和,319,28.0
復興,319,25.0
南港,319,30.0
舊莊,319,32.0
成德,319,30.0
信義,319,27.0
永吉,319,25.0
莊敬,319,32.0
大直,319,17.0
松江,319,18.0
建國,319,16.0
圓山,319,14.0
八德,319,23.0
中崙,319,20.0
東湖,319,25.0
大湖,319,32.0
內湖,319,24.0
民權,319,24.0
建成,319,20.0
延平,319,23.0
大同,319,21.0
山仔后,319,17.0
天母,319,5.0
福安,319,15.0
社子,319,17.0
劍潭,319,9.0
雙溪,319,10.0
後港,319,14.0
陽明山,319,13.0
光明,319,17.0
關渡,319,20.0
石牌,319,7.0
秀山,319,18.0
華山,320,24.0
忠孝,320,21.0
泉州,320,32.0
古亭,320,29.0
城中,320,27.0
雙園,320,31.0
龍山,320,29.0
萬芳,320,35.0
景美,320,34.0
木柵,320,38.0
寶橋,320,40.0
金華,320,23.0
安和,320,31.0
復興,320,29.0
南港,320,32.0
舊莊,320,34.0
成德,320,33.0
信義,320,30.0
永吉,320,28.0
莊敬,320,36.0
大直,320,22.0
松江,320,22.0
建國,320,20.0
圓山,320,17.0
八德,320,26.0
中崙,320,24.0
東湖,320,28.0
大湖,320,34.0
內湖,320,26.0
民權,320,29.0
建成,320,24.0
延平,320,26.0
大同,320,24.0
山仔后,320,18.0
天母,320,2.0
福安,320,17.0
社子,320,19.0
劍潭,320,12.0
雙溪,320,14.0
後港,320,16.0
陽明山,320,13.0
光明,320,16.0
關渡,320,19.0
石牌,320,6.0
秀山,320,15.0
華山,321,27.0
忠孝,321,23.0
泉州,321,34.0
古亭,321,31.0
城中,321,29.0
雙園,321,34.0
龍山,321,32.0
萬芳,321,37.0
